Loan Number,Country,Interest Rate,Currency of Commitment,Project ID,Original Principal Amount,Cancelled Amount,Disbursed Amount,Repaid to IBRD,Sold 3rd Party,First Repayment Date,Last Repayment Date
IBRD08990,Jamaica,7.25,USD,P007411,"$9,300,000.00 ",$0.00 ,"$9,300,000.00 ","$9,250,000.00 ","$50,000.00 ",07/15/1978,01/15/1988
IBRD09001,Zambia,7.25,USD,P003162,"$33,000,000.00 ",$0.00 ,"$33,000,000.00 ","$22,000,000.00 ","$11,000,000.00 ",09/15/1983,03/15/1998
IBRD09010,Panama,7.25,USD,P007799,"$4,700,000.00 ",$0.00 ,"$4,700,000.00 ","$4,090,000.00 ","$610,000.00 ",07/01/1978,01/01/1989
IBRD09020,India,7.25,USD,P009675,"$70,000,000.00 ","$7,464,997.07 ","$62,535,002.93 ","$62,535,002.93 ",$0.00 ,10/01/1974,04/01/1991
IBRD09030,Colombia,7.25,USD,P006732,"$60,000,000.00 ","$121,232.89 ","$59,878,767.11 ","$59,878,767.11 ",$0.00 ,09/15/1975,09/15/1988
IBRD09040,Cyprus,7.25,USD,P008345,"$5,400,000.00 ",$0.00 ,"$5,400,000.00 ","$5,400,000.00 ",$0.00 ,12/01/1976,06/01/1996
IBRD09050,"Korea, Republic of",7.25,USD,P004051,"$40,000,000.00 ","$391,339.20 ","$39,608,660.81 ","$39,608,660.81 ",$0.00 ,04/15/1975,10/15/1990
IBRD09060,"Korea, Republic of",7.25,USD,P004052,"$23,000,000.00 ",$0.00 ,"$23,000,000.00 ","$21,918,985.14 ","$1,081,014.86 ",06/15/1983,12/15/2002
IBRD09070,Liberia,7.25,USD,P001418,"$3,000,000.00 ",$0.00 ,"$3,000,000.00 ","$2,895,000.00 ","$105,000.00 ",02/15/1978,08/15/1997
IBRD09080,Malaysia,7.25,USD,P004235,"$13,500,000.00 ",$0.00 ,"$13,500,000.00 ","$10,657,529.77 ","$2,842,470.23 ",09/15/1978,03/15/1993
IBRD09090,Mexico,7.25,USD,P007528,"$90,000,000.00 ","$11,789,263.51 ","$78,210,736.49 ","$75,381,440.01 ","$2,829,296.48 ",09/15/1977,03/15/1997
IBRD09100,Mexico,7.25,USD,P007527,"$110,000,000.00 ",$0.00 ,"$110,000,000.00 ","$109,005,399.62 ","$994,600.38 ",10/15/1977,04/15/1993
IBRD09110,Zambia,7.25,USD,P003163,"$30,000,000.00 ","$17,500,000.00 ","$12,500,000.00 ","$12,500,000.00 ",$0.00 ,07/15/1978,01/15/1993
IBRD09120,Algeria,7.25,USD,P004876,"$18,500,000.00 ","$993,328.42 ","$17,506,671.58 ","$16,635,671.58 ","$871,000.00 ",11/15/1978,05/15/1998
IBRD09130,Algeria,7.25,USD,P004875,"$6,000,000.00 ","$4,070,271.58 ","$1,929,728.42 ","$1,929,728.42 ",$0.00 ,11/15/1978,05/15/1998
IBRD09140,Eastern Africa,7.25,USD,P000627,"$6,650,000.00 ","$12,290.00 ","$6,637,710.00 ","$6,637,710.00 ",$0.00 ,07/01/1978,01/01/1998
IBRD09141,Kenya,7.25,USD,P000627,"$10,857,000.00 ","$114,527.82 ","$10,742,472.18 ","$10,742,472.18 ",$0.00 ,07/01/1985,01/01/1998
IBRD09142,Tanzania,7.25,USD,P000627,"$8,272,000.00 ","$87,259.29 ","$8,184,740.71 ","$8,184,740.71 ",$0.00 ,07/01/1985,01/01/1998
IBRD09143,Uganda,7.25,USD,P000627,"$6,721,000.00 ","$70,898.17 ","$6,650,101.83 ","$6,650,101.83 ",$0.00 ,07/01/1985,01/01/1998
IBRD09150,Costa Rica,7.25,USD,P006909,"$6,200,000.00 ","$196,850.40 ","$6,003,149.60 ","$6,003,149.60 ",$0.00 ,07/15/1983,01/15/2003
IBRD09160,Serbia,7.25,USD,P009155,"$33,289,769.82 ","$103,769.82 ","$33,186,000.00 ","$32,723,041.58 ","$462,958.42 ",05/15/1977,11/15/1992
IBRD09161,Serbia,7.25,USD,P009155,"$20,313,605.21 ","$1,012,559.63 ","$19,301,045.58 ","$19,301,045.58 ",$0.00 ,05/15/1977,11/15/1992
IBRD09170,"Korea, Republic of",7.25,USD,P004053,"$80,000,000.00 ",$0.00 ,"$80,000,000.00 ","$65,534,841.78 ","$14,465,158.22 ",08/01/1978,02/01/1998
IBRD09180,Singapore,7.25,USD,P004644,"$12,000,000.00 ",$0.00 ,"$12,000,000.00 ","$6,069,494.44 ","$5,930,505.56 ",12/01/1978,06/01/1993
IBRD09190,Zambia,7.25,USD,P003164,"$115,000,000.00 ","$4,078,101.21 ","$110,921,898.79 ","$110,921,898.79 ",$0.00 ,01/15/1979,01/15/1998
IBRD09200,Colombia,7.25,USD,P006735,"$21,200,000.00 ","$2,143,786.04 ","$19,056,213.96 ","$19,056,213.96 ",$0.00 ,11/15/1983,05/15/2003
IBRD09210,Ireland,7.25,USD,P037399,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$15,786,789.61 ","$9,213,210.39 ",11/01/1978,05/01/1987
IBRD09220,Nigeria,7.25,USD,P002023,"$55,000,000.00 ",$0.00 ,"$55,000,000.00 ","$53,859,417.94 ","$1,140,582.06 ",07/15/1978,01/15/1998
IBRD09230,Brazil,7.25,USD,P006260,"$125,000,000.00 ",$0.00 ,"$125,000,000.00 ","$124,789,122.07 ","$210,877.93 ",12/01/1980,06/01/2003
IBRD09240,Brazil,7.25,USD,P006257,"$54,000,000.00 ","$17,801,134.73 ","$36,198,865.27 ","$36,010,065.62 ","$188,799.65 ",07/01/1978,01/01/1988
IBRD09250,Iraq,7.25,USD,P005236,"$40,000,000.00 ","$39,127,586.22 ","$872,413.78 ","$872,413.78 ",$0.00 ,05/01/1980,05/01/1998
IBRD09260,Colombia,7.25,USD,P006736,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$23,516,814.23 ","$1,483,185.77 ",09/15/1977,03/15/1998
IBRD09270,"Iran, Islamic Republic of",7.25,USD,P005198,"$82,000,000.00 ","$7,385,765.91 ","$74,614,234.09 ","$64,766,713.20 ","$9,847,520.89 ",05/01/1977,11/01/1992
IBRD09280,"Iran, Islamic Republic of",7.25,USD,P005199,"$16,500,000.00 ","$15,858,031.49 ","$641,968.51 ","$641,968.51 ",$0.00 ,08/01/1978,02/01/1998
IBRD09290,Nigeria,7.25,USD,P002021,"$54,000,000.00 ","$16,786,112.63 ","$37,213,887.37 ","$37,213,887.37 ",$0.00 ,08/15/1983,02/15/1998
IBRD09300,Ecuador,7.25,USD,P007045,"$20,000,000.00 ",$0.00 ,"$20,000,000.00 ","$20,000,000.00 ",$0.00 ,02/01/1976,02/01/1987
IBRD09310,Malaysia,7.25,USD,P004239,"$19,500,000.00 ","$107,586.56 ","$19,392,413.44 ","$14,580,418.06 ","$4,811,995.38 ",09/01/1977,03/01/1997
IBRD09320,Kenya,7.25,USD,P001242,"$29,000,000.00 ",$0.00 ,"$29,000,000.00 ","$28,665,000.00 ","$335,000.00 ",01/01/1979,07/01/1998
IBRD09330,Peru,7.25,USD,P007953,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$25,000,000.00 ",$0.00 ,08/01/1978,02/01/1991
IBRD09340,Mexico,7.25,USD,P007531,"$70,000,000.00 ",$0.00 ,"$70,000,000.00 ","$67,799,136.11 ","$2,200,863.89 ",10/01/1978,04/01/1988
IBRD09350,Cameroon,7.25,USD,P000324,"$24,000,000.00 ",$0.00 ,"$24,000,000.00 ","$24,000,000.00 ",$0.00 ,10/15/1978,04/15/1998
IBRD09360,Morocco,7.25,USD,P005367,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$24,542,199.65 ","$457,800.35 ",10/01/1977,04/01/1993
IBRD09370,Tunisia,7.25,USD,P005614,"$11,000,000.00 ","$139,423.61 ","$10,860,576.39 ","$9,831,945.07 ","$1,028,631.32 ",11/01/1977,05/01/1995
IBRD09380,Cote d'Ivoire,7.25,USD,P001102,"$8,400,000.00 ",$0.00 ,"$8,400,000.00 ","$8,400,000.00 ",$0.00 ,06/15/1983,12/15/2002
IBRD09390,Philippines,7.25,USD,P004430,"$6,100,000.00 ","$62,693.90 ","$6,037,306.10 ","$6,037,306.10 ",$0.00 ,02/01/1978,08/01/1998
IBRD09400,Uruguay,7.25,USD,P008119,"$13,500,000.00 ","$22,237.78 ","$13,477,762.22 ","$12,961,583.42 ","$516,178.80 ",04/15/1978,10/15/1987
IBRD09410,Iceland,7.25,USD,P037392,"$7,000,000.00 ",$0.00 ,"$7,000,000.00 ","$4,275,784.00 ","$2,724,216.00 ",04/01/1978,10/01/1988
IBRD09420,"Korea, Republic of",7.25,USD,P004055,"$7,000,000.00 ",$0.00 ,"$7,000,000.00 ","$6,977,330.35 ","$22,669.65 ",11/01/1980,05/01/1998
IBRD09430,Nicaragua,7.25,USD,P007754,"$8,500,000.00 ",$0.00 ,"$8,500,000.00 ","$7,664,865.04 ","$835,134.96 ",04/01/1979,10/01/1989
IBRD09440,Lebanon,7.25,USD,P005326,"$33,000,000.00 ","$350,576.21 ","$32,649,423.79 ","$32,649,423.79 ",$0.00 ,03/15/1980,03/15/1998
IBRD09450,Greece,7.25,USD,P008425,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ","$10,901,940.51 ","$4,098,059.49 ",11/01/1975,05/01/1985
IBRD09460,Kenya,7.25,USD,P001240,"$5,000,000.00 ",$0.00 ,"$5,000,000.00 ","$5,000,000.00 ",$0.00 ,07/15/1976,07/15/1990
IBRD09470,"Yugoslavia, former",7.25,USD,P009157,"$14,500,000.00 ","$33,289.76 ","$14,466,710.24 ","$14,466,710.24 ",$0.00 ,05/15/1978,11/15/1987
IBRD09480,Panama,7.25,USD,P007800,"$30,000,000.00 ",$0.00 ,"$30,000,000.00 ","$27,630,689.63 ","$2,369,310.37 ",03/01/1978,03/01/1994
IBRD09490,Peru,7.25,USD,P007954,"$24,000,000.00 ","$1,104,386.28 ","$22,895,613.72 ","$22,895,613.72 ",$0.00 ,02/15/1984,08/15/1998
IBRD09500,Philippines,7.25,USD,P004429,"$68,000,000.00 ",$0.00 ,"$68,000,000.00 ","$67,280,350.53 ","$719,649.47 ",02/01/1978,08/01/1997
IBRD09510,Iceland,7.25,USD,P037393,"$10,000,000.00 ",$0.00 ,"$10,000,000.00 ","$6,274,959.83 ","$3,725,040.17 ",04/01/1978,10/01/1998
IBRD09520,"Iran, Islamic Republic of",7.25,USD,P005205,"$42,000,000.00 ","$17,814,698.45 ","$24,185,301.55 ","$19,998,525.32 ","$4,186,776.23 ",09/01/1977,03/01/1988
IBRD09530,"Korea, Republic of",7.25,USD,P004057,"$25,000,000.00 ","$115,808.60 ","$24,884,191.40 ","$24,349,191.40 ","$535,000.00 ",05/15/1981,11/15/1998
IBRD09540,Honduras,7.25,USD,P007346,"$3,000,000.00 ",$0.00 ,"$3,000,000.00 ","$3,000,000.00 ",$0.00 ,02/15/1984,08/15/2003
IBRD09550,Morocco,7.25,USD,P005368,"$29,000,000.00 ",$0.00 ,"$29,000,000.00 ","$26,870,083.34 ","$2,129,916.66 ",04/15/1978,10/15/1993
IBRD09560,"Korea, Republic of",7.25,USD,P004058,"$47,000,000.00 ",$0.00 ,"$47,000,000.00 ","$46,975,000.00 ","$25,000.00 ",03/01/1981,09/01/1998
IBRD09570,Turkey,7.25,USD,P008906,"$40,000,000.00 ","$33,733.91 ","$39,966,266.09 ","$39,966,266.09 ",$0.00 ,05/01/1979,11/01/1989
IBRD09580,"Venezuela, Republica Bolivariana de",7.25,USD,P008192,"$22,000,000.00 ","$22,000,000.00 ",$0.00 ,$0.00 ,$0.00 ,08/01/1978,08/01/1978
IBRD09590,Ireland,7.25,USD,P037400,"$21,760,764.83 ",$0.00 ,"$21,760,764.83 ","$9,662,238.68 ","$12,098,526.15 ",03/15/1979,09/15/1993
IBRD09595,Ireland,7.25,USD,P037400,"$3,239,235.17 ","$45,774.24 ","$3,193,460.93 ","$3,193,460.93 ",$0.00 ,03/15/1979,09/15/1993
IBRD09600,Cyprus,7.25,USD,P008346,"$11,059,436.11 ",$0.00 ,"$11,059,436.11 ","$11,059,436.11 ",$0.00 ,06/01/1981,12/01/1995
IBRD09605,Cyprus,7.25,USD,P008346,"$2,940,563.89 ",$0.00 ,"$2,940,563.89 ","$2,940,563.89 ",$0.00 ,06/01/1981,12/01/1995
IBRD09610,Pakistan,7.25,USD,P010077,"$25,000,000.00 ","$368,578.12 ","$24,631,421.88 ","$24,631,421.88 ",$0.00 ,06/15/1977,12/15/1993
IBRD09620,World,7.25,USD,,"$40,000,000.00 ",$0.00 ,"$40,000,000.00 ","$40,000,000.00 ",$0.00 ,07/01/1977,01/01/1994
IBRD09630,"Iran, Islamic Republic of",7.25,USD,P005201,"$75,000,000.00 ","$4,113,815.38 ","$70,886,184.62 ","$65,176,458.99 ","$5,709,725.63 ",04/15/1979,10/15/1991
IBRD09640,Singapore,7.25,USD,P004643,"$19,500,000.00 ",$0.00 ,"$19,500,000.00 ","$13,773,875.22 ","$5,726,124.78 ",08/01/1980,02/01/1994
IBRD09650,"Yugoslavia, former",7.25,USD,P009159,"$18,500,000.00 ",$0.00 ,"$18,500,000.00 ","$18,350,000.00 ","$150,000.00 ",08/15/1977,02/15/1988
IBRD09660,"Yugoslavia, former",7.25,USD,P009158,"$15,000,000.00 ",$0.00 ,"$15,000,000.00 ","$15,000,000.00 ",$0.00 ,04/15/1978,10/15/1987
IBRD09670,Malaysia,7.25,USD,P004236,"$40,000,000.00 ",$0.00 ,"$40,000,000.00 ","$31,507,627.75 ","$8,492,372.25 ",06/01/1982,12/01/1996
IBRD09680,Mexico,7.25,USD,P007533,"$90,000,000.00 ",$0.00 ,"$90,000,000.00 ","$89,209,408.04 ","$790,591.96 ",07/15/1979,01/15/1999
IBRD09690,Mexico,7.25,USD,P007530,"$77,000,000.00 ",$0.00 ,"$77,000,000.00 ","$76,123,876.28 ","$876,123.72 ",07/15/1979,01/15/1999
IBRD09691,Mexico,7.5,USD,P007530,"$19,907,849.34 ",$0.00 ,"$19,907,849.34 ","$19,907,849.34 ",$0.00 ,01/15/1983,07/15/1995
IBRD09696,Mexico,7.5,USD,P007530,"$5,092,150.66 ",$0.00 ,"$5,092,150.66 ","$5,092,150.66 ",$0.00 ,01/15/1983,07/15/1995
IBRD09700,Mexico,7.25,USD,P007529,"$33,221,923.24 ",$0.00 ,"$33,221,923.24 ","$33,221,923.24 ",$0.00 ,07/15/1979,01/15/1999
IBRD09705,Mexico,7.25,USD,P007529,"$9,533,076.76 ",$0.00 ,"$9,533,076.76 ","$9,533,076.76 ",$0.00 ,07/15/1979,01/15/1999
IBRD0970S,Mexico,7.25,USD,P007529,"$4,245,000.00 ",$0.00 ,"$4,245,000.00 ","$4,245,000.00 ",$0.00 ,07/15/1998,01/15/1999
IBRD09710,Colombia,7.25,USD,P006737,"$8,000,000.00 ",$0.00 ,"$8,000,000.00 ","$7,513,884.05 ","$486,115.95 ",05/15/1979,11/15/1993
IBRD09720,Israel,7.25,USD,P037411,"$35,000,000.00 ",$0.00 ,"$35,000,000.00 ","$24,854,893.50 ","$10,145,106.50 ",11/01/1977,05/01/1989
IBRD09730,Malaysia,7.25,USD,P004237,"$45,000,000.00 ",$55.19 ,"$44,999,944.81 ","$35,292,577.11 ","$9,707,367.70 ",06/01/1980,12/01/1998
IBRD09740,Malaysia,7.25,USD,P004238,"$19,000,000.00 ",$0.00 ,"$19,000,000.00 ","$14,543,122.69 ","$4,456,877.31 ",08/01/1979,02/01/1999
IBRD09750,Syrian Arab Republic,7.25,USD,P005546,"$63,000,000.00 ","$3,478,242.79 ","$59,521,757.21 ","$59,521,757.21 ",$0.00 ,08/01/1982,02/01/2004
IBRD09760,Mauritius,7.25,USD,P001883,"$10,000,000.00 ","$543,214.52 ","$9,456,785.48 ","$9,456,785.48 ",$0.00 ,07/15/1979,01/15/1999
IBRD09770,Thailand,7.25,USD,P004681,"$75,000,000.00 ","$2,500,653.40 ","$72,499,346.60 ","$71,645,667.24 ","$853,679.36 ",08/01/1980,02/01/2000
IBRD09780,Chile,7.25,USD,P006597,"$5,250,000.00 ",$0.00 ,"$5,250,000.00 ","$5,250,000.00 ",$0.00 ,10/15/1978,04/15/1993
IBRD09790,Mauritius,7.25,USD,P001882,"$5,000,000.00 ",$0.00 ,"$5,000,000.00 ","$5,000,000.00 ",$0.00 ,07/15/1976,01/15/1996
IBRD09800,Oman,7.25,USD,P005526,"$5,700,000.00 ",$0.00 ,"$5,700,000.00 ","$5,490,570.64 ","$209,429.36 ",09/01/1979,03/01/1994
IBRD09810,Cote d'Ivoire,7.25,USD,P001105,"$25,000,000.00 ","$9,152,299.75 ","$15,847,700.25 ","$15,847,700.25 ",$0.00 ,10/15/1979,04/15/1994
IBRD09820,World,7.25,USD,,"$70,000,000.00 ",$0.00 ,"$70,000,000.00 ","$70,000,000.00 ",$0.00 ,01/01/1978,07/01/1994
IBRD09830,Cameroon,7.25,USD,P000323,"$11,600,000.00 ","$66,425.79 ","$11,533,574.21 ","$11,533,574.21 ",$0.00 ,08/01/1980,02/01/1995
IBRD09840,Philippines,7.25,USD,P004427,"$8,940,386.17 ",$0.00 ,"$8,940,386.17 ","$8,940,386.17 ",$0.00 ,10/15/1981,04/15/1999
IBRD09845,Philippines,7.25,USD,P004427,"$559,613.83 ","$62,595.74 ","$497,018.09 ","$497,018.09 ",$0.00 ,10/15/1981,04/15/1999
IBRD09850,Oman,7.25,USD,P005527,"$2,750,000.00 ","$120,446.40 ","$2,629,553.60 ","$2,318,327.43 ","$311,226.17 ",09/01/1977,03/01/1984
IBRD09860,Syrian Arab Republic,7.25,USD,P005547,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$25,000,000.00 ",$0.00 ,07/01/1978,01/01/1999
IBRD09861,Syrian Arab Republic,8.5,USD,P005547,"$8,600,000.00 ","$117,837.64 ","$8,482,162.36 ","$8,482,162.36 ",$0.00 ,07/01/1978,01/01/1999
IBRD09870,Senegal,7.25,USD,P002287,"$3,000,000.00 ",$530.95 ,"$2,999,469.05 ","$2,999,469.05 ",$0.00 ,10/01/1977,04/01/1995
IBRD09880,Pakistan,7.25,USD,P010080,"$35,000,000.00 ",$0.00 ,"$35,000,000.00 ","$33,045,198.00 ","$1,954,802.00 ",07/15/1978,01/15/1989
IBRD09890,Tunisia,7.25,USD,P005615,"$23,000,000.00 ",$0.00 ,"$23,000,000.00 ","$20,372,602.53 ","$2,627,397.47 ",07/01/1979,01/01/1999
IBRD09900,Serbia,7.25,USD,P009160,"$17,040,000.00 ",$0.00 ,"$17,040,000.00 ","$17,040,000.00 ",$0.00 ,04/15/1978,04/15/1997
IBRD09906,Bosnia and Herzegovina,7.25,USD,P009160,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,04/15/1978,04/15/1997
IBRD09907,"Macedonia, former Yugoslav Republic",7.25,USD,P009160,"$38,880.02 ",$0.00 ,"$38,880.02 ","$38,880.02 ",$0.00 ,04/15/1978,04/15/1997
IBRD09910,Greece,7.25,USD,P008424,"$30,000,000.00 ",$0.00 ,"$30,000,000.00 ","$19,141,381.58 ","$10,858,618.42 ",02/01/1980,02/01/1994
IBRD09920,Thailand,7.25,USD,P004680,"$12,000,000.00 ","$392,849.76 ","$11,607,150.24 ","$11,607,150.24 ",$0.00 ,10/01/1976,04/01/1990
IBRD09930,Kenya,7.25,USD,P001239,"$10,400,000.00 ",$0.00 ,"$10,400,000.00 ","$10,400,000.00 ",$0.00 ,09/01/1981,03/01/1994
IBRD09940,"Korea, Republic of",7.25,USD,P004056,"$13,000,000.00 ","$36,552.32 ","$12,963,447.68 ","$12,938,447.68 ","$25,000.00 ",08/01/1979,02/01/1994
IBRD09950,Algeria,7.25,USD,P004878,"$70,000,000.00 ","$20,336,605.40 ","$49,663,394.60 ","$49,663,394.60 ",$0.00 ,11/15/1978,05/15/1999
IBRD09960,Algeria,7.25,USD,P004879,"$49,000,000.00 ","$5,939,875.43 ","$43,060,124.57 ","$43,060,124.57 ",$0.00 ,09/15/1978,03/15/1994
IBRD09970,Algeria,7.25,USD,P004877,"$38,500,000.00 ",$0.00 ,"$38,500,000.00 ","$38,500,000.00 ",$0.00 ,03/15/1978,03/15/1994
IBRD09980,Philippines,7.25,USD,P004428,"$50,000,000.00 ","$428,448.25 ","$49,571,551.75 ","$49,571,551.75 ",$0.00 ,03/01/1979,03/01/1992
IBRD09990,Papua New Guinea,7.25,USD,P004354,"$10,800,000.00 ",$0.00 ,"$10,800,000.00 ","$9,264,189.04 ","$1,535,810.96 ",01/15/1980,07/15/1994
IBRD10000,"Iran, Islamic Republic of",7.25,USD,P005204,"$65,000,000.00 ","$38,704,378.47 ","$26,295,621.53 ","$24,330,114.09 ","$1,965,507.44 ",11/15/1980,05/15/1991
IBRD10010,"Iran, Islamic Republic of",7.25,USD,P005203,"$58,000,000.00 ","$4,811,435.25 ","$53,188,564.75 ","$46,876,931.77 ","$6,311,632.98 ",05/01/1978,05/01/1992
IBRD10020,"Iran, Islamic Republic of",7.25,USD,P005202,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$25,000,000.00 ",$0.00 ,09/01/1976,03/01/1989
IBRD10030,Jamaica,7.25,USD,P007413,"$15,000,000.00 ","$349,579.93 ","$14,650,420.07 ","$14,650,420.07 ",$0.00 ,07/15/1978,01/15/1999
IBRD10040,Jamaica,7.25,USD,P007412,"$5,500,000.00 ","$1,124,403.16 ","$4,375,596.84 ","$4,375,596.84 ",$0.00 ,07/15/1978,01/15/1990
IBRD10050,Indonesia,7.25,USD,P003739,"$48,000,000.00 ","$455,369.65 ","$47,544,630.35 ","$42,002,306.97 ","$5,542,323.38 ",11/01/1979,05/01/1994
IBRD10060,Costa Rica,7.25,USD,P006911,"$23,500,000.00 ",$0.00 ,"$23,500,000.00 ","$21,831,219.81 ","$1,668,780.19 ",11/15/1978,05/15/1994
IBRD10070,El Salvador,7.25,USD,P007150,"$17,000,000.00 ","$1,543,895.53 ","$15,456,104.47 ","$15,456,104.47 ",$0.00 ,12/01/1984,06/01/2004
IBRD10080,Brazil,7.25,USD,P006261,"$81,000,000.00 ","$1,233,973.39 ","$79,766,026.61 ","$79,766,026.61 ",$0.00 ,02/01/1979,02/01/1994
IBRD10090,Brazil,7.25,USD,P006262,"$36,000,000.00 ",$0.00 ,"$36,000,000.00 ","$36,000,000.00 ",$0.00 ,09/01/1977,03/01/1997
IBRD10100,Philippines,7.25,USD,P004426,"$22,000,000.00 ",$0.00 ,"$22,000,000.00 ","$20,118,135.29 ","$1,881,864.71 ",08/01/1978,02/01/1988
IBRD10110,India,7.25,USD,P009682,"$52,000,000.00 ",$0.00 ,"$52,000,000.00 ","$52,000,000.00 ",$0.00 ,07/01/1981,01/01/1999
IBRD10120,"Yugoslavia, former",7.25,USD,P009156,"$28,000,000.00 ","$79,077.42 ","$27,920,922.58 ","$27,920,922.58 ",$0.00 ,12/15/1976,06/15/1991
IBRD10130,Serbia,7.25,USD,P009156,"$22,000,000.00 ","$82,307.46 ","$21,917,692.54 ","$21,917,692.54 ",$0.00 ,12/15/1976,12/15/1991
IBRD10140,Tanzania,7.25,USD,P002690,"$21,000,000.00 ","$536,061.76 ","$20,463,938.24 ","$20,463,938.24 ",$0.00 ,07/01/1979,01/01/1994
IBRD10150,Trinidad and Tobago,7.25,USD,P008086,"$18,000,000.00 ","$7,660,496.98 ","$10,339,503.02 ","$9,322,702.55 ","$1,016,800.47 ",08/01/1978,02/01/1994
IBRD10160,Guyana,7.25,USD,P007232,"$12,900,000.00 ",$0.00 ,"$12,900,000.00 ","$12,900,000.00 ",$0.00 ,12/15/1980,06/15/2004
IBRD10170,Morocco,7.25,USD,P005366,"$50,000,000.00 ","$338,263.65 ","$49,661,736.35 ","$40,739,438.28 ","$8,922,298.07 ",08/15/1978,02/15/1988
IBRD10180,Morocco,7.25,USD,P005365,"$32,000,000.00 ","$6,017,712.81 ","$25,982,287.19 ","$24,838,032.82 ","$1,144,254.37 ",09/15/1979,03/15/1999
IBRD10190,Botswana,7.25,USD,P000131,"$2,597,439.56 ",$0.00 ,"$2,597,439.56 ","$2,597,439.56 ",$0.00 ,01/01/1978,07/01/1990
IBRD10195,Botswana,7.25,USD,P000131,"$1,402,560.44 ",$0.00 ,"$1,402,560.44 ","$1,402,560.44 ",$0.00 ,01/01/1978,07/01/1990
IBRD10200,Romania,7.25,USD,P008691,"$60,000,000.00 ",$0.00 ,"$60,000,000.00 ","$51,779,467.56 ","$8,220,532.44 ",05/01/1979,05/01/1989
IBRD10210,Thailand,7.25,USD,P004682,"$55,000,000.00 ",$0.00 ,"$55,000,000.00 ","$52,868,307.43 ","$2,131,692.57 ",10/01/1979,04/01/1999
IBRD10220,Mexico,7.25,USD,P007532,"$25,000,000.00 ",$0.00 ,"$25,000,000.00 ","$25,000,000.00 ",$0.00 ,08/15/1978,02/15/1998
IBRD10231,Turkey,7.25,USD,P008907,"$133,271,178.38 ",$0.00 ,"$133,271,178.38 ","$133,271,178.38 ",$0.00 ,07/15/1979,01/15/1999
IBRD10232,Turkey,7.25,USD,P008907,"$14,728,821.62 ",$0.00 ,"$14,728,821.62 ","$14,728,821.62 ",$0.00 ,07/15/1979,01/15/1999
IBRD10240,Turkey,7.25,USD,P008905,"$40,000,000.00 ","$262,401.09 ","$39,737,598.91 ","$39,737,598.91 ",$0.00 ,05/15/1977,11/15/1991
IBRD10250,Peru,7.25,USD,P007955,"$26,000,000.00 ",$0.00 ,"$26,000,000.00 ","$26,000,000.00 ",$0.00 ,02/01/1980,08/01/1999
IBRD10260,Serbia,7.25,USD,P009164,"$47,509,215.86 ","$335,793.30 ","$47,173,422.56 ","$46,990,746.80 ","$182,675.76 ",10/01/1977,04/01/1999
IBRD10266,Bosnia and Herzegovina,7.25,USD,P009164,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,10/01/1977,04/01/1999
IBRD10267,"Macedonia, former Yugoslav Republic",7.25,USD,P009164,"$4,456,223.00 ",$0.00 ,"$4,456,223.00 ","$4,456,223.00 ",$0.00 ,10/01/1977,04/01/1999
IBRD10268,Slovenia,7.25,USD,P009164,"$5,309,790.32 ",$0.00 ,"$5,309,790.32 ","$5,309,790.32 ",$0.00 ,10/01/1977,04/01/1999
IBRD10269,Croatia,7.25,USD,P009164,"$12,274,617.00 ",$0.00 ,"$12,274,617.00 ","$12,274,617.00 ",$0.00 ,10/01/1977,04/01/1999
IBRD10270,Romania,7.25,USD,P008694,"$70,000,000.00 ","$50,000.00 ","$69,950,000.00 ","$68,660,175.63 ","$1,289,824.37 ",09/01/1979,03/01/1989
IBRD10280,Romania,7.25,USD,P008695,"$60,000,000.00 ",$0.00 ,"$60,000,000.00 ","$58,259,106.29 ","$1,740,893.71 ",01/15/1980,01/15/1999
IBRD10290,Tunisia,7.25,USD,P005613,"$5,600,000.00 ","$94,851.95 ","$5,505,148.05 ","$5,505,148.05 ",$0.00 ,09/01/1979,03/01/1999
IBRD10300,Ecuador,7.25,USD,P007047,"$23,200,000.00 ",$0.00 ,"$23,200,000.00 ","$22,949,332.60 ","$250,667.40 ",10/15/1978,04/15/1999
IBRD10310,Malaysia,7.25,USD,P004242,"$45,000,000.00 ","$1,700,000.00 ","$43,300,000.00 ","$33,276,240.74 ","$10,023,759.26 ",10/01/1979,04/01/1994
IBRD10320,Jamaica,7.25,USD,P007415,"$13,500,000.00 ",$0.00 ,"$13,500,000.00 ","$13,500,000.00 ",$0.00 ,07/15/1978,01/15/1999
IBRD10330,Mauritius,7.25,USD,P001884,"$3,500,000.00 ",$0.00 ,"$3,500,000.00 ","$3,500,000.00 ",$0.00 ,08/01/1984,02/01/1999
